Title,Publication Year,Journal Name,DOI
Developing a multi-objective simulation-optimization model for ecological water conveyance in arid inland river basins,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101551
Modeling streamflow response under changing environment using a modified SWAT model with enhanced representation of CO<inf>2</inf> effects,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101547
Evaluation of runoff estimation from GRACE coupled with different meteorological gridded products over the Upper Blue Nile Basin,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101545
Interpreting runoff forecasting of long short-term memory network: An investigation using the integrated gradient method on runoff data from the Han River Basin,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101549
"To tame a land: Limiting factors in model performance for the multi-objective calibration of a pan-European, semi-distributed hydrological model for discharge and sediments",2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101544
Intensifying drought of Poyang Lake and potential recovery approaches in the dammed middle Yangtze River catchment,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101548
Hydromorphological index for rivers as an indicator of land use impact on watercourses in southern Poland,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101546
Derivation of long duration geographically-centred areal reduction factors for catchment design rainfall estimation in South Africa,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101542
Climate change potentially induces ecological change in the Ethiopian Rift Valley Lakes Basin,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101543
"Corrigendum to “Optimizing nature-based solutions by combining social equity, hydro-environmental performance, and economic costs through a novel Gini coefficient” [J. Hydrol. 16 (2022) 100127] (Journal of Hydrology X (2022) 16, (S2589915522000098), (10.1016/j.hydroa.2022.100127))",2023,Journal of Hydrology X,10.1016/j.hydroa.2023.100164
Multi-source remote sensing data and image fusion technology reveal significant spatiotemporal heterogeneity of inundation dynamics in a typical large floodplain lake system,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101541
Comprehensive drought risk assessment using structural equation modeling and objective weighting methods,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101538
Bridging gaps in groundwater management in International River Basin Districts (IRBDs) – through harmonized monitoring and data sharing,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101540
"The response of borehole water levels in an ophiolitic, peridotite aquifer to atmospheric, solid Earth, and ocean tides",2023,Journal of Hydrology X,10.1016/j.hydroa.2023.100163
Egypt's waterways conservation campaigns under growing intrinsic demand and Nile upstream damming,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101537
Virtual special issue “Changes in hydrological processes and water resources in the context of climate change and carbon neutrality”,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130268
Effect of landscape pattern on river water quality under different regional delineation methods: A case study of Northwest Section of the Yellow River in China,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101536
"Increasing volatility of reconstructed Morava River warm-season flow, Czech Republic",2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101534
Regional evaluation of groundwater-surface water interactions using a coupled geohydrological model (SWAT+gwflow),2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101532
"Mechanism the land subsidence from multiple spatial scales and hydrogeological conditions − A case study in Beijing-Tianjin-Heibei, China.",2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101531
"Comparative analysis of CMIP5 and CMIP6 in conjunction with the hydrological processes of reservoir catchment, Chhattisgarh, India",2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101533
Evaluation of meteorological microphysical schemas based on the WRF model for simulation of rainfall in the northeastern region of Iran,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101524
Application of deep learning algorithm in hydrometry,2023,International Journal of Hydrology Science and Technology,10.1504/IJHST.2024.135135
Identifying cost-effective locations of storage dams for rainfall harvesting and flash flood mitigation in arid and semi-arid regions,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101526
Sensitivity of fish habitat suitability to multi-resolution hydraulic modeling and field-based description of meso-scale river habitats,2023,Journal of Hydrology X,10.1016/j.hydroa.2023.100160
Reconstructing GRACE-derived terrestrial water storage anomalies with in-situ groundwater level measurements and meteorological forcing data,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101528
Identifying regional patterns of extreme wet events in mainland China,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101530
"Impact of urbanization on baseflow characteristics in the central catchment of North China Plain, China",2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101527
Assessing the safety of in-river structures through next-generation novel technologies,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130149
Extension of the Gardner exponential equation to represent the hydraulic conductivity curve: Inclusion of macropore flow effects,2023,Journal of Hydrology X,10.1016/j.hydroa.2023.100155
Effect of rock exposure on runoff and sediment on karst slopes under erosive rainfall conditions,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101525
Balancing upland green infrastructure and stream restoration to recover urban stormwater and nitrate load retention,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130364
Hydrologic Evaluation of the Global Precipitation Measurement Mission over the U.S.: Error Budget Analysis,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130212
"Assessing resource utilization, food production and ecosystem service value from spring wheat farmland under reduced irrigation and N fertilization management using a process simulation-based framework",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130362
"Annual water balance and hydrological trends in the glacierised Tarfala Catchment, Sweden",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130028
Weekly mapping of surface water extent in the intertropical wetlands using spaceborne GNSS reflectometry,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130305
"Interaction of focused recharge and deep groundwater discharge near a wetland: A study in the Ordos Basin, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130361
Identification of dynamic drought propagation from a nonstationary perspective and its application to drought warnings,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130372
Value of process understanding in the era of machine learning: A case for recession flow prediction,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130350
The effect of seasonal variation of precipitation/recharge on karst genesis behaviors in different climatic contexts,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130385
Rock core VOC profiles diagnostic of aquitard occurrence and integrity in a multi-layered sedimentary rock aquifer flow system,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130347
Divergent runoff regime revealed by hydrological simulations with corrected precipitation in the upper Indus,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130315
Microscopic mechanism of the combined effects of confining pressure and fines content on suffusion in gap-graded underfilled soils,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130370
Exploring an intelligent adaptation method of hydrological model parameters for flood simulations based on the light gradient-boosting machine,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130340
Significant decreasing trends in snow cover and duration in Northeast China during the past 40 years from 1980 to 2020,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130318
Evaluating the effect of the SPI and SPEI methods on drought monitoring over Turkey,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130386
Conus-wide model calibration and validation for CRESTv3.0 – An improved Coupled Routing and Excess STorage distributed hydrological model,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130333
Temporal and spatial variation in shallow groundwater gradients in a boreal headwater catchment,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130301
Analytic solutions for quasi-3D seepage in a shallow unconfined aquifer as a plane composed of a transpiration-inducing park and its hydraulically commingled exterior,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130302
A method to derive satellite-based extreme precipitation return levels in poorly gauged areas,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130295
A mixed pressure-velocity formulation to model flow in heterogeneous porous media with physics-informed neural networks,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104564
Impacts of ecological water supplement projects on fish habitat suitability in a high-leakage river in China,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130286
Text mining-aided meta-research on nutrient dynamics in surface water and groundwater: Popular topics and perceived gaps,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130338
Quantitative analysis of recharge sources of different runoff types in the source region of Three River,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130366
Spatio-temporal evolution and teleconnection factor analysis of groundwater drought based on the GRACE mascon model in the Yellow River Basin,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130349
Vadose zone water stable isotope profiles for assessing groundwater recharge: Sensitivity to seasonal soil sampling,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130291
Direct pore-scale simulation of the effect of capillary number and gas compressibility on cyclic underground hydrogen storage &amp; production in heterogeneous aquifers,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104547
Accuracy evaluation of ET and its components from three remote sensing ET models and one process based hydrological model using ground measured eddy covariance and sap flow,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130374
Improving daily precipitation estimations in a high mountainous watershed by developing a new downscaling method with spatially varying coefficients,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130367
Responses of plant sap flow rate to epikarst water availability under different karst water-bearing media,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130373
Impact of land-use change on karst spring response by integration of surface processes in karst hydrology: The ISPEEKH model,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130300
"Nitrate isotopes in catchment hydrology: Insights, ideas and implications for models",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130326
Geostatistical inverse modeling to characterize the transience of streambed hydraulic conductivity,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130325
Monitoring hydrological changes with satellite data: Spring thaw's effect on soil moisture and groundwater in seasonal Freezing-Thawing zones,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130365
Evaluating soil water movement and soil water content uniformity under sprinkler irrigation with different soil texture and irrigation uniformity using numerical simulation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130356
Ecological compensation mechanism under the double control of water quality and quantity in the Bai River Basin,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130324
"Mulching cannot further amplify the improved effects of infiltration hole on soil environment in level ditch in semiarid loess plateau, northwestern China",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130337
Assessing the contribution of China's grain production during 2005–2020 from the perspective of the crop-water-land nexus,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130376
"Subaqueous silt ripples measured by an echo sounder: Implications for bed roughness, bed shear stress and erosion threshold",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130354
A simulation-optimization integrated framework for subsurface air barrier strategies to mitigate seawater intrusion in a 3D coastal aquifer,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130307
Long-term hydrological behavior of an Alpine glacier,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130316
Identification of the large-area and long-duration drought and its evolutionary characteristics in Nenjiang River basin,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130218
Multifractal detrended fluctuation analysis of rainfall time series in the Guadeloupe archipelago,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130377
"Evaluation of ecological buffer zone based on landscape pattern for non-point source pollution control: A case study in Hanjiang River basin, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130341
Re-inventing Bethlahmy method for estimating probable maximum precipitation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130344
Molecule-based quantification of dissolved organic matter sources in high-arsenic groundwater,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130352
The impact of flood regime on river floodplain vegetation coverage: Insights from a 30-year Landsat record,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130355
Unraveling atmospheric moisture transport linkages to extreme precipitation events and associated synoptic features over India,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130290
Spatio-temporal changes in global root zone soil moisture from 1981 to 2017,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130297
Mathematical and numerical modelling of rapid transients at partially lifted sluice gates,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104562
A downscaling-calibrating framework for generating gridded daily precipitation estimates with a high spatial resolution,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130371
Model based optimization of fertilization with treated wastewater reuse,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104561
The influence of anthropogenic climate change on meteorological drought in the Lancang-Mekong River basin,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130334
A proposed composite Boussinesq equation for estimating baseflow recessions and storage-outflow relationship,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130321
Intercomparison of recent microwave satellite soil moisture products on European ecoregions,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130311
Can land use/land cover optimization improve the environmental flow guarantee in regulated basins?,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130309
Improving litter nutrients import/export modeling in a forested watershed through enhanced forest growth representation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130368
Hydrogeomorphic controls on the thermal regime of natural and restored wetlands in a glacial plain,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130306
Fish community traits near a large confluence: Implications for its nodal effects in the river ecosystem,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130335
Assessing forecasting performance of daily reference evapotranspiration: A comparative analysis of updated temperature penman-monteith and penman-monteith forecast models,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130317
Evaluation of multiple gridded snowfall datasets using gauge observations over high mountain Asia,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130346
The impact of hydraulic conductivity anisotropy on the effectiveness of subsurface dam,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130360
Integrating ICESat-2 laser altimeter observations and hydrological modeling for enhanced prediction of climate-driven lake level change,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130304
"Groundwater exfiltration pattern determination in the sub-arctic catchment using thermal imaging, stable water isotopes and fully-integrated groundwater-surface water modelling",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130342
"A high-resolution, 3D groundwater-surface water simulation of the contiguous US: Advances in the integrated ParFlow CONUS 2.0 modeling platform",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130294
A2DWQPE: Adaptive and automated data-driven water quality parameter estimation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130363
High uncertainty of evapotranspiration products under extreme climatic conditions,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130332
Seasonal variations in source-sink balance of CO<inf>2</inf> in subtropical earthen aquaculture ponds: Implications for carbon emission management,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130330
"Characterizing CONUS-wide spatio-temporal changes in daily precipitation, flow, and variability of extremes",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130336
Spatiotemporal scales of precipitation in the Central Tibetan Plateau identified by in-situ soil moisture observations,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130319
On the capacity of ICESat-2 laser altimetry for river level retrieval: An investigation in the Ohio River basin,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130277
Numerical simulation analysis of CH<inf>4</inf> breakthrough pressure in partially saturated low-permeability rock sample under multiple P-T conditions,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130331
Impact of observation thresholds in the assessment of field-scale soil saturated hydraulic conductivity,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130310
A high-resolution multidimensional finite volume scheme coupled to a nonlinear two-point flux approximation method for the numerical simulation of groundwater contaminant transport using unstructured 2D meshes,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104559
"Daily scale streamflow forecasting in multiple stream orders of Cauvery River, India: Application of advanced ensemble and deep learning models",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130320
"Identifying hydraulic connectivity among the vadose zone, unconfined and confined aquifers in the thick loess deposits using multiple tracers",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130339
Bidirectional dependency between vegetation and terrestrial water storage in China,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130313
Deep transfer learning for groundwater flow in heterogeneous aquifers using a simple analytical model,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130293
Implications for sustainable water consumption in Africa by simulating five decades (1965–2014) of groundwater recharge,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130288
A novel laboratory method for the retrieval of the soil water retention curve from shortwave infrared reflectance,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130284
Assessment of interannual and seasonal glacier mass changes in the Karakoram during 2018–2022 using ICESat-2 data,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130223
Assessing the compound flood risk in coastal areas: Framework formulation and demonstration,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130278
Mapping 10 m monthly surface water dynamics in the Yangtze River basin from 2017 to 2020 using a robust ATMC algorithm,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130327
Comparison of transit time models for exploring seasonal variation of preferential flow in a Moso bamboo watershed,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130308
Universal recession constants and their potential to predict recession flow,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130244
Different maximum precipitation altitudes and precipitation gradient characteristics of different basins in the Third Pole region,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130343
Assessing urban pluvial waterlogging resilience based on sewer congestion risk and climate change impacts,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130230
Ensemble Kalman Inversion for upstream parameter estimation and indirect streamflow correction: A simulation study,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104545
Comprehensive uncertainty analysis for surface water and groundwater projections under climate change based on a lumped geo-hydrological model,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130323
Bias correcting discharge simulations from the GEOGloWS global hydrologic model,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130279
Seawater intrusion assessment along the Volturno River (Italy) via numerical modeling and spectral analysis,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130289
A holistic approach for using global climate model (GCM) outputs in decision making,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130213
A comprehensive decision support system for the characterization of probability distribution tails for daily precipitation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130282
Identifying the stability trajectory of a large braided Brahmaputra river using reach-scale process-based approach,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130329
"Quantification and variation characteristics of baseflow nonpoint source pollution in Yiluo River Basin, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130303
Evaluation of the effects of grass and shrub cover on overland flow resistance and its attributes under simulated rainfall,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130285
Underestimated climate change impacts on hydro-wind-photovoltaic complementary systems due to neglect of short-term features,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130292
Evaluating the parameter sensitivity and impact of hydrologic modeling decisions on flood simulations,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104560
Effect of soil spatial aggregation caused by the calculation unit division on runoff and sediment load simulation in the SWAT model,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130345
Simulation of lake-groundwater interaction under unsteady-state flow using the sloping lakebed method,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130299
"Study on coupling of typical elements in surface water and groundwater in the middle reaches of the Yangtze River, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130298
Contaminant source and aquifer characterization: An application of ES-MDA demonstrating the assimilation of geophysical data,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104555
Numerical investigation of swash–swash interaction effects on beachface evolution using Nonlinear Shallow Water Equations,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104546
Vertical leaching of paleo-saltwater in a coastal aquifer–aquitard system of the Pearl River Delta,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130168
Soil physicochemical properties and crusts regulate the soil infiltration capacity after land-use conversions from farmlands in semiarid areas,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130283
"Geomorphologic evidences and hydrologic reconstruction of Holocene catastrophic flood events in the Yarlung Tsangpo Grand Canyon, Eastern Himalaya",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130146
Effects of extreme precipitation intensity and duration on the runoff and nutrient yields,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130281
Use of peak over threshold data for flood frequency estimation: An application at the UK national scale,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130235
An automatic ANN-based procedure for detecting optimal image sequences supporting LS-PIV applications for rivers monitoring,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130233
Capturing cascading effects under urban flooding: A new framework in the lens of heterogeneity,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130249
Interannual hydrological variability in the Mississippi River Basin based on contemporary geodetic measurements and land surface models,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130232
Seepage safety evaluation of high earth-rockfill dams considering spatial variability of hydraulic parameters via subset simulation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130261
Accurate statistical seasonal streamflow forecasts developed by incorporating remote sensing soil moisture and terrestrial water storage anomaly information,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130154
Sub-volume analysis of pore-network simulations: Determining the asymptotic longitudinal dispersion coefficient,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104541
"Spatial-temporal dynamics of meteorological and soil moisture drought on the Tibetan Plateau: Trend, response, and propagation process",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130211
"Macroscale composite principal-monotonicity distributed projection of climate-induced hydrologic changes: Tempo-spatial variabilities, and variation decompositions",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130246
Mapping steady-state groundwater levels in the Mediterranean region: The Iberian Peninsula as a benchmark,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130207
Super-resolution deep neural networks for water classification from free multispectral satellite imagery,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130248
Simulation of runoff process based on the 3-D river network,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130192
Integrated model for optimal scheduling and allocation of water resources considering fairness and efficiency: A case study of the Yellow River Basin,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130236
How 2022 extreme drought influences the spatiotemporal variations of terrestrial water storage in the Yangtze River Catchment: Insights from GRACE-based drought severity index and in-situ measurements,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130245
Delay-aware karst spring discharge prediction,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130250
Long-distance recovery of nonuniform suspended load in the Middle Yangtze River owing to upstream damming,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130263
Bayesian extreme learning machines for hydrological prediction uncertainty,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130138
A shrinkage-free approach for fusing GRACE-based total water storage changes with models using wavelet multiresolution analysis,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130217
Estimating water surface evaporation losses under floating coverage: Modeling and Application,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130252
Scaling solar-induced chlorophyll fluorescence by using VPD<sup>0.5</sup> improves the simulation of reference crop evapotranspiration in the arid and semiarid regions of northern China,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130254
A surrogate model for predicting ground surface deformation gradient induced by pressurized fractures,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104556
Climate change impact on the compound flood risk in a coastal city,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130237
HARP: A suite of parameters to describe the hysteresis of streamflow and water quality constituents,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130262
Identifying intermittent river sections with similar hydrology using remotely sensed metrics,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130266
"Illuminating the complexity of hydrogeological regimes in fault-influenced, anticlinal karst aquifers: Insights into the recharge patterns in tectonically complex karst catchments",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130247
A hydrogeophysical framework to assess infiltration during a simulated ecosystem-scale flooding experiment,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130243
Comprehensive assessment of baseflow responses to long-term meteorological droughts across the United States,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130256
Evaluating different predictive strategies for filling the global GRACE/-FO terrestrial water storage anomalies gap,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130216
Pairing monitoring datasets with probabilistic forecasts to provide early warning of drought in Australia,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130259
A spatially promoted SVM model for GRACE downscaling: Using ground and satellite-based datasets,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130214
Long-term responses of the water cycle to climate variability and human activities in a large arid irrigation district with shallow groundwater: Insights from agro-hydrological modeling,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130264
Numerical modeling of site-scale groundwater flow with stochastic parameterized hydraulic conductivity fields for geological disposal of high-level radioactive waste in China,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130225
Machine learning–based optimal design of the in-situ leaching process parameter (ISLPP) for the acid in-situ leaching of uranium,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130234
Evaluating main drivers of terrestrial water storage depletion in the agro-pastoral ecotone of northern China,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130242
An inexact multi-objective mixed-integer nonlinear programming approach for water-soil-fertilizer management under uncertainty considering “footprint family-planetary boundary” assessment,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.129471
Improving RUSLE predictions through UAV-based soil cover management factor (C) assessments: A novel approach for enhanced erosion analysis in sugarcane fields,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130229
Deep learning-based algorithms for long-term prediction of chlorophyll-a in catchment streams,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130240
Effects of regional groundwater discharge on transverse hyporheic exchange in compound channels,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104543
Optimizing flow regime for the Four Major Chinese Carps by integrating habitat suitability within reservoir operation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130226
Modified Kozeny-Carman equation for estimating hydraulic conductivity in nanoscale pores of clayey soils with active surfaces,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130209
Divergent effects of food waste derived hydrochar on hydraulic properties and infiltration in a sandy soil,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130267
Bimodal unsaturated hydraulic conductivity derived from water retention parameters by accounting for clay-water interactions: Deriving a plausible set of hydraulic parameters,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130227
Momentum and mass transport and flow structure characteristics for the unsteady flow in compound channel,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130239
Electrical conductivity as a reliable indicator for assessing land use effects on stream N<inf>2</inf>O concentration,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130253
A new permeability model for smooth fractures filled with spherical proppants,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130220
Quantifying the relative contributions of different flood generating mechanisms to floods across CONUS,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130255
Impact of soil textures on agricultural drought evolution and field capacity estimation in humid regions,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130257
Development of composite drought indices for the coastal areas of southeastern China: A case study of Jinjiang and Jiulongjiang River basins,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130210
"Simulating the effects of vegetation restoration and climate change on the long-term soil water balance on the Loess Plateau, 2021–2050",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130260
"Effects of climate change and land use on runoff in the Huangfuchuan Basin, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130195
Numerical simulation of velocity distribution and pollution retention in flexible submerged vegetated channel,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130265
Managed phreatic zone recharge for irrigation and wastewater treatment,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130208
Sensitivity analysis of land and water productivities predicted with an empirical and a process-based root water uptake function,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130241
Seasonal scour and siltation induced spatiotemporal variations in riverbed sediment leakage coefficients as measured via the thermal tracer method,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130136
